Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
6466447,"Au Plus Profond de L'Espace","Fred Hoyle","Hoyle, Fred","Geoffrey Hoyle",="2207302458",="9782207302453",0,"3.38","DENOËL (Éditions)","paper","",1978,1974,,2010/10/09,"to-check, science-fiction, maison","to-check (#102), science-fiction (#131), maison (#277)","to-check",,"",,,,,0,,,,,
3011315,"Le signe du chien","Unknown Author 316","316, Unknown Author","",="2207500446",="9782207500446",0,"2.00","Denoël","Mass Market Paperback","251",1995,1995,,2010/10/09,"to-check, science-fiction, maison","to-check (#101), science-fiction (#130), maison (#276)","to-check",,"",,,,,0,,,,,
3011325,"Le Naguen","Jean Hougron","Hougron, Jean","",="2277240052",="9782277240051",0,"4.00","J'ai lu","Mass Market Paperback","412",1995,1980,,2010/10/09,"to-check, science-fiction, maison","to-check (#100), science-fiction (#129), maison (#275)","to-check",,"",,,,,0,,,,,
2853806,"Les yeux d'Heisenberg","Frank Herbert","Herbert, Frank","",="2266141929",="9782266141925",0,"3.40","Pocket","Mass Market Paperback","250",2004,1966,,2010/10/09,"to-check, science-fiction, maison","to-check (#99), science-fiction (#128), maison (#274)","to-check",,"",,,,,0,,,,,
1024112,"Le Facteur Ascension","Frank Herbert","Herbert, Frank","Bill Ransom",="2221057260",="9782221057261",0,"3.71","R. Laffont",,"",1988,1988,,2010/10/09,"to-check, science-fiction, maison","to-check (#97), science-fiction (#126), maison (#272)","to-check",,"",,,,,0,,,,,
2092819,"La Mort blanche","Frank Herbert","Herbert, Frank","",="2221078004",="9782221078006",0,"3.63","Robert Laffont","Paperback","573",1983,1982,,2010/10/09,"to-check, science-fiction, maison","to-check (#96), science-fiction (#124), maison (#271)","to-check",,"",,,,,0,,,,,
9482174,"La Quête De Kysma","Ada Haynes","Haynes, Ada","",="2290308315",="9782290308318",0,0.0,"J'ai lu",,"252",2000,2000,,2010/10/09,"to-check, science-fiction, maison","to-check (#93), science-fiction (#120), maison (#267)","to-check",,"",,,,,0,,,,,
2207363,"brève histoire du temps: du big bang aux trous noirs","Stephen Hawking","Hawking, Stephen","",="2082111822",="9782082111829",0,"4.01","Flammarion","Paperback","236",1994,1988,,2010/10/09,"to-check, other, maison","to-check (#92), other (#1), maison (#9)","to-check",,"",,,,,0,,,,,
6449270,"L'enfant d'hiroshima","Hatano/Hatano","Hatano/Hatano, Hatano/Hatano","Isoko et Ichiro Hatano",="2070513874",="9782070513871",0,"2.95","Gallimard","Poche","225",1999,1985,,2010/10/09,"to-check, science-fiction, maison","to-check (#91), science-fiction (#119), maison (#266)","to-check",,"",,,,,0,,,,,
304245,"La mécanique du Centaure","M. John Harrison","Harrison, M. John","Jean-Pierre Pugi",="207042622X",="9782070426225",0,"3.34","Gallimard","Mass Market Paperback","302",2003,1974,,2010/10/09,"to-check, science-fiction, maison","to-check (#90), science-fiction (#118), maison (#265)","to-check",,"",,,,,0,,,,,
2510484,"Le Problème De Turing","Harry Harrison","Harrison, Harry","",="222107534X",="9782221075340",4,"3.64","R. Laffont",,"465",1994,1992,,2010/10/09,"science-fiction, maison","science-fiction (#117), maison (#169)","read",,"",,,,,0,,,,,
2378491,"Les Loups des étoiles: L'Arme de nulle part/Les Mondes interdits/Le Monde des loups","Edmond Hamilton","Hamilton, Edmond","",="2070428095",="9782070428090",0,"3.00","Gallimard",,"631",2003,2000,,2010/10/09,"to-check, science-fiction, maison","to-check (#89), science-fiction (#116), maison (#264)","to-check",,"",,,,,0,,,,,
7195070,"Pontesprit","Joe Haldeman","Haldeman, Joe","",="2070316149",="9782070316144",0,"3.66",,,"295",,1976,,2010/10/09,"to-check, science-fiction, maison","to-check (#87), science-fiction (#114), maison (#262)","to-check",,"",,,,,0,,,,,
388952,"The Hemingway Hoax","Joe Haldeman","Haldeman, Joe","",="0380708000",="9780380708000",0,"3.47","Avon Books","Mass Market Paperback","160",1991,1990,,2010/10/09,"to-check, science-fiction, maison","to-check (#86), science-fiction (#113), maison (#261)","to-check",,"",,,,,0,,,,,
5134239,"En Mémoire De Mes Péchés","Joe Haldeman","Haldeman, Joe","",="2070320774",="9782070320776",0,"3.69","Gallimard Éditions",,"",2006,1977,,2010/10/09,"to-check, science-fiction, maison","to-check (#85), science-fiction (#111), maison (#260)","to-check",,"",,,,,0,,,,,
6712585,"Une porte sur l'éther","Laurent Genefort","Genefort, Laurent","",="229032826X",="9782290328262",0,"3.00","J'ai lu","Mass Market Paperback","251",2003,2003,,2010/10/09,"to-check, science-fiction, maison","to-check (#81), science-fiction (#106), maison (#256)","to-check",,"",,,,,0,,,,,
6712590,"Omale","Laurent Genefort","Genefort, Laurent","",="2290304883",="9782290304884",0,"3.33","J'ai lu",,"407",,2004,,2010/10/09,"to-check, science-fiction, maison","to-check (#80), science-fiction (#105), maison (#255)","to-check",,"",,,,,0,,,,,
8079078,"Les Engloutis","Laurent Genefort","Genefort, Laurent","",="2265066982",="9782265066984",0,0.0,"Fleuve Noir",,"",1999,1999,,2010/10/09,"to-check, science-fiction, maison","to-check (#79), science-fiction (#104), maison (#254)","to-check",,"",,,,,0,,,,,
6712586,"Les Chasseurs De Sève","Laurent Genefort","Genefort, Laurent","",="2207247716",="9782207247716",0,0.0,"Denoël",,"",,,,2010/10/09,"to-check, science-fiction, maison","to-check (#78), science-fiction (#103), maison (#253)","to-check",,"",,,,,0,,,,,
1881528,"La Mécanique Du Talion","Laurent Genefort","Genefort, Laurent","",="2841722570",="9782841722570",4,"4.50",,,"",,,,2010/10/09,"science-fiction, maison","science-fiction (#102), maison (#155)","read","","",,,,,0,,,,,
807801,"Simulacron 3","Daniel F. Galouye","Galouye, Daniel F.","",="2290007781",="9782290007785",0,"4.08","J'ai lu","Paperback","186",1999,1964,,2010/10/09,"to-check, science-fiction, maison","to-check (#77), science-fiction (#101), maison (#252)","to-check",,"",,,,,0,,,,,
673083,"The Beacon","Valerie J. Freireich","Freireich, Valerie J.","",="0451453972",="9780451453976",0,"3.71","Roc","Paperback","352",1996,1996,,2010/10/09,"to-check, science-fiction, maison","to-check (#76), science-fiction (#100), maison (#251)","to-check",,"",,,,,0,,,,,
263466,"Dragon's Egg","Robert L. Forward","Forward, Robert L.","",="034543529X",="9780345435293",0,"4.07","Random House Publishing Group","Paperback","352",2011,1980,,2010/10/09,"to-check, science-fiction, maison","to-check (#75), science-fiction (#99), maison (#250)","to-check",,"",,,,,0,,,,,
2853837,"Apocalypse Sur Commande (French Edition)","FOLLETT KEN","KEN, FOLLETT","",="2221082281",="9782221082287",0,"3.32",,,"",,1998,,2010/10/09,"to-check, science-fiction, maison","to-check (#74), science-fiction (#97), maison (#249)","to-check",,"",,,,,0,,,,,
1881742,"L'Univers a l'envers","Philip José Farmer","Farmer, Philip José","",="2253112801",="9782253112808",4,"3.41","Livre de Poche","Paperback","221",2005,1964,,2010/10/09,"science-fiction, maison","science-fiction (#96), maison (#92)","read","","",,,,,0,,,,,
2894434,"Les Amants étrangers","Philip José Farmer","Farmer, Philip José","",="2277115371",="9782277115373",0,"3.52","",,"",,1961,,2010/10/09,"to-check, science-fiction, maison","to-check (#73), science-fiction (#95), maison (#248)","to-check",,"",,,,,0,,,,,
3100694,"Le Soleil Obscur","Philip José Farmer","Farmer, Philip José","",="2277212571",="9782277212577",0,"3.71","J'ai lu",,"382",,1979,,2010/10/09,"to-check, science-fiction, maison","to-check (#72), science-fiction (#94), maison (#247)","to-check",,"",,,,,0,,,,,
2640444,"Le Projet Mars","Andreas Eschbach","Eschbach, Andreas","",="2841722740",="9782841722747",5,"3.78","L'Atalante",,"277",2004,2004,,2010/10/09,"science-fiction, maison","science-fiction (#93), maison (#31)","read","","",,,,,0,,,,,
156786,"Isolation","Greg Egan","Egan, Greg","",="2253072508",="9782253072508",5,"3.47","Livre de Poche","Paperback","",2003,2000,,2010/10/09,"science-fiction, maison","science-fiction (#92), maison (#40)","read",,"",,,,,0,,,,,
6791416,"L'Enlèvement du dieu blanc","Philippe Ebly","Ebly, Philippe","",="2010106350",="9782010106354",0,"3.00","Hachette",,"154",1985,1985,,2010/10/09,"to-check, science-fiction, maison","to-check (#71), science-fiction (#91), maison (#246)","to-check",,"",,,,,0,,,,,
8686055,"Gambling Nova","Jennie Dorny","Dorny, Jennie","",="2290053848",="9782290053843",0,0.0,"J'ai lu",,"382",1999,1999,,2010/10/09,"to-check, science-fiction, maison","to-check (#69), science-fiction (#89), maison (#244)","to-check",,"",,,,,0,,,,,
1414957,"Les invisibles","Unknown Author 958","958, Unknown Author","",="2207245756",="9782207245750",0,0.0,"Denoël","Mass Market Paperback","171",1997,1997,,2010/10/09,"to-check, science-fiction, maison","to-check (#68), science-fiction (#88), maison (#243)","to-check",,"",,,,,0,,,,,
1414956,"L'empire Des Abîmes","Kitty Doom","Doom, Kitty","",="2207245764",="9782207245767",0,0.0,,,"",,,,2010/10/09,"to-check, science-fiction, maison","to-check (#67), science-fiction (#87), maison (#242)","to-check",,"",,,,,0,,,,,
1695491,"Message De Frolix 8","Philip K. Dick","Dick, Philip K.","",="2277217085",="9782277217084",0,"3.47","J'ai lu",,"255",1990,1970,,2010/10/09,"to-check, science-fiction, maison","to-check (#66), science-fiction (#86), maison (#241)","to-check",,"",,,,,0,,,,,
6303064,"Loterie Solaire (Solar Lottery)","Philip K. Dick","Dick, Philip K.","Frank Straschitz",="2277115479",="9782277115472",0,"3.42","J'ai Lu",,"182",1974,1955,,2010/10/09,"to-check, science-fiction, maison","to-check (#65), science-fiction (#85), maison (#240)","to-check",,"",,,,,0,,,,,
1289841,"L'invasion divine: La trilogie divine, Tome 2","Philip K. Dick","Dick, Philip K.","",="2070309533",="9782070309535",0,"3.78",,,"",,1981,,2010/10/09,"to-check, science-fiction, maison","to-check (#64), science-fiction (#84), maison (#239)","to-check",,"",,,,,0,,,,,
5960895,"Les machines à illusions","Philip K. Dick","Dick, Philip K.","Ray Faraday Nelson",="2277210676",="9782277210672",0,"3.10","J'ai lu","Mass Market Paperback","222",1980,1967,,2010/10/09,"to-check, science-fiction, maison","to-check (#63), science-fiction (#83), maison (#238)","to-check",,"",,,,,0,,,,,
2367833,"Les clans de la lune alphane","Philip K. Dick","Dick, Philip K.","",="229030526X",="9782290305263",0,"3.73","J'ai lu","Mass Market Paperback","251",1999,1964,,2010/10/09,"to-check, science-fiction, maison","to-check (#62), science-fiction (#82), maison (#237)","to-check",,"",,,,,0,,,,,
41064,"The Penultimate Truth (SF Masterworks, #58)","Philip K. Dick","Dick, Philip K.","",="0575074817",="9780575074811",0,"3.69","Gollancz","Paperback","191",2005,1864,,2010/10/09,"to-check, science-fiction, maison","to-check (#60), science-fiction (#80), maison (#235)","to-check",,"",,,,,0,,,,,
636108,"Dr. Bloodmoney","Philip K. Dick","Dick, Philip K.","",="0375719296",="9780375719295",0,"3.68","Vintage","Paperback","304",2012,1965,,2010/10/09,"to-check, science-fiction, maison","to-check (#59), science-fiction (#78), maison (#233)","to-check",,"",,,,,0,,,,,
145354,"The Einstein Intersection","Samuel R. Delany","Delany, Samuel R.","Neil Gaiman",="0819563366",="9780819563361",3,"3.63","Wesleyan University Press","Paperback","136",1998,1967,,2010/10/09,"science-fiction, maison","science-fiction (#77), maison (#167)","read",,"",,,,,0,,,,,
3179766,"The Ballad of Beta-2 / Empire Star","Samuel R. Delany","Delany, Samuel R.","",="",="",0,"3.48","Ace Books","Paperback","238",1965,1965,,2010/10/09,"to-check, science-fiction, maison","to-check (#57), science-fiction (#75), maison (#231)","to-check",,"",,,,,0,,,,,
2734461,"Voyage à L'envers","Philippe Curval","Curval, Philippe","",="2290307270",="9782290307274",0,"4.00","J'ai lu",,"265",2000,2000,,2010/10/09,"to-check, science-fiction, maison","to-check (#56), science-fiction (#74), maison (#230)","to-check",,"",,,,,0,,,,,
2734462,"En Souvenir Du Futur","Philippe Curval","Curval, Philippe","",="2221012712",="9782221012710",0,0.0,,,"311",,1988,,2010/10/09,"to-check, science-fiction, maison","to-check (#55), science-fiction (#73), maison (#229)","to-check",,"",,,,,0,,,,,
2111639,"Lumières des jours enfuis","Arthur C. Clarke","Clarke, Arthur C.","Stephen Baxter",="226803772X",="9782268037721",5,"3.89","Editions Du Rocher","Paperback","407",2000,2000,,2010/10/09,"science-fiction, maison","science-fiction (#69), maison (#39)","read",,"",,,,,0,,,,,
1501776,"10 sur l'échelle de Richter","Arthur C. Clarke","Clarke, Arthur C.","",="2277260088",="9782277260080",0,"3.29","J'ai lu","Mass Market Paperback","479",1999,1996,,2010/10/09,"to-check, science-fiction, maison","to-check (#51), science-fiction (#67), maison (#424)","to-check",,"",,,,,1,,,"unspecified",,
102303,"Why Didn't They Ask Evans?","Agatha Christie","Christie, Agatha","",="0312981597",="9780312981594",0,"3.79","St. Martin's Minotaur","Mass Market Paperback","288",2002,1934,,2010/10/09,"to-check, policier, maison","to-check (#50), policier (#6), maison (#457)","to-check",,"",,,,,0,,,,,
4586019,"L'heure zéro ","Agatha Christie","Christie, Agatha","",="2702419119",="9782702419113",0,"3.73","","Mass Market Paperback","",,1944,,2010/10/09,"to-check, policier, maison","to-check (#49), policier (#5), maison (#456)","to-check",,"",,,,,0,,,,,
1475260,"Mainline","Deborah Teramis Christian","Christian, Deborah Teramis","",="0812549082",="9780812549089",0,"3.60","Tor Science Fiction","Paperback","374",1997,1996,,2010/10/09,"to-check, science-fiction, maison","to-check (#47), science-fiction (#66), maison (#224)","to-check",,"",,,,,0,,,,,
941052,"Le retour du phoenix","Carolyn Janice Cherryh","Cherryh, Carolyn Janice","",="2290051713",="9782290051719",0,"4.10","J'ai lu","Mass Market Paperback","570",1999,1995,,2010/10/09,"to-check, science-fiction, maison","to-check (#41), science-fiction (#60), maison (#218)","to-check",,"",,,,,0,,,,,
57185,"Le paidhi","Carolyn Janice Cherryh","Cherryh, Carolyn Janice","",="2290049999",="9782290049990",4,"3.96","J'ai lu","Paperback","509",1998,1994,,2010/10/09,"science-fiction, maison","science-fiction (#59), maison (#166)","read",,"",,,,,0,,,,,
737470,"Hestia","C.J. Cherryh","Cherryh, C.J.","",="0886772087",="9780886772086",0,"3.45","DAW","Paperback","160",1987,1979,,2010/10/09,"to-check, science-fiction, maison","to-check (#39), science-fiction (#57), maison (#216)","to-check",,"",,,,,0,,,,,
2220816,"Une Planète Nommée Trahison","Orson Scott Card","Card, Orson Scott","",="2207503062",="9782207503065",0,"3.93",,,"",,1980,,2010/10/09,"to-check, science-fiction, maison","to-check (#38), science-fiction (#56), maison (#215)","to-check",,"",,,,,0,,,,,
8645589,"Les Paradis Piégés","Richard Canal","Canal, Richard","",="2290044830",="9782290044834",0,0.0,"Editions J'ai lu",,"317",1997,1997,,2010/10/09,"to-check, science-fiction, maison","to-check (#37), science-fiction (#55), maison (#214)","to-check",,"",,,,,0,,,,,
9482027,"malédiction de l'éphémère","Unknown Author 28","28, Unknown Author","",="2707116173",="9782707116178",0,0.0,"La Découverte",,"179",1986,1986,,2010/10/09,"to-check, science-fiction, maison","to-check (#36), science-fiction (#54), maison (#213)","to-check",,"",,,,,0,,,,,
6540337,"Le Ciel est mort","John W. Campbell","Campbell, John W.","",="2253072273",="9782253072270",0,"3.50","Livre de Poche (LGF)",,"477",2000,,,2010/10/09,"to-check, science-fiction, maison","to-check (#35), science-fiction (#53), maison (#212)","to-check",,"",,,,,0,,,,,
3783499,"Operation Cay","Lois McMaster Bujold","Bujold, Lois McMaster","",="229004511X",="9782290045114",0,"3.72","Editions J'ai lu","Mass Market Paperback","",,1988,,2010/10/09,"to-check, science-fiction, maison","to-check (#34), science-fiction (#52), maison (#211)","to-check",,"",,,,,0,,,,,
1289688,"Ce Qui Mordait Le Ciel","Serge Brussolo","Brussolo, Serge","",="2070429784",="9782070429783",0,"3.60","Gallimard",,"216",2006,1998,,2010/10/09,"to-check, science-fiction, maison","to-check (#33), science-fiction (#51), maison (#210)","to-check",,"",,,,,0,,,,,
7853540,"Les Productions du Temps","John Brunner","Brunner, John","",="2253071943",="9782253071945",0,"3.53","Livre de Poche (LGF)",,"190",1997,1966,,2010/10/09,"to-check, science-fiction, maison","to-check (#32), science-fiction (#50), maison (#209)","to-check",,"",,,,,0,,,,,
9482006,"Les Dramaturges De Yan","J. Brunner","Brunner, J.","",="2253071765",="9782253071761",0,0.0,"Librairie Générale Française",,"190",1995,1995,,2010/10/09,"to-check, science-fiction, maison","to-check (#31), science-fiction (#49), maison (#208)","to-check",,"",,,,,0,,,,,
267329,"Colony","Ben Bova","Bova, Ben","",="0380793156",="9780380793150",0,"3.54","Eos","Paperback","512",1999,1978,,2010/10/09,"to-check, science-fiction, maison","to-check (#26), science-fiction (#43), maison (#447)","to-check",,"",,,,,0,,,,,
2578139,"Wang - les portes d'occident/les aigles d'orient","Unknown Author 140","140, Unknown Author","",="2841721485",="9782841721481",0,"4.00","L'Atalante","Paperback","",2000,2000,,2010/10/09,"to-check, science-fiction, maison","to-check (#25), science-fiction (#42), maison (#446)","to-check",,"",,,,,0,,,,,
2220827,"Les portes d'occident  (Le cycle de Wang, #1)","Pierre Bordage","Bordage, Pierre","",="2290311286",="9782290311288",0,"3.84","J'ai lu","Mass Market Paperback","411",2001,2001,,2010/10/09,"to-check, science-fiction, maison","to-check (#24), science-fiction (#41), maison (#445)","to-check",,"",,,,,0,,,,,
1559512,"Abzalon","Pierre Bordage","Bordage, Pierre","",="2290319937",="9782290319932",3,"3.74",,,"",,,,2010/10/09,"science-fiction, maison","science-fiction (#38), maison (#165)","read",,"",,,,,0,,,,,
4579754,"Semailles Humaines","James Blish","Blish, James","",="2277117528",="9782277117520",0,"3.75",,,"",,1956,,2010/10/09,"to-check, science-fiction, maison","to-check (#21), science-fiction (#37), maison (#442)","to-check",,"",,,,,0,,,,,
410660,"Heart of the Comet","Gregory Benford","Benford, Gregory","David Brin",="0553258397",="9780553258394",5,"3.72","Bantam Spectra","Paperback","479",1987,1986,,2010/10/09,"science-fiction, maison","science-fiction (#35), maison (#37)","read",,"",,,,,0,,,,,
2999172,"Suspens","Pierre Bellemare","Bellemare, Pierre","",="2863910493",="9782863910498",3,"4.00",,,"381",,,,2010/10/09,"policier, maison","policier (#1), maison (#452)","read",,"",,,,,0,,,,,
3628885,"La Reine des anges","Greg Bear","Bear, Greg","",="222107159X",="9782221071595",0,"3.54","Robert Laffont","Paperback","444",1993,1990,,2010/10/09,"to-check, science-fiction, maison","to-check (#20), science-fiction (#33), maison (#441)","to-check",,"",,,,,0,,,,,
64007,"Titan","Stephen Baxter","Baxter, Stephen","",="2290309737",="9782290309735",0,"3.52","J'ai lu","Mass Market Paperback","700",2005,1997,,2010/10/09,"to-check, science-fiction, maison","to-check (#19), science-fiction (#32), maison (#440)","to-check",,"",,,,,0,,,,,
2111593,"Les Vaisseaux Du Temps","Stephen Baxter","Baxter, Stephen","",="2253072567",="9782253072560",4,"3.84","Livre de Poche","Paperback","",2008,1995,,2010/10/09,"science-fiction, maison","science-fiction (#31), maison (#115)","read","","",,,,,0,,,,,
106789,"Le Grand Secret","René Barjavel","Barjavel, René","",="2266023047",="9782266023047",0,"3.84","Pocket","Paperback","384",1974,1973,,2010/10/09,"to-check, science-fiction, maison","to-check (#17), science-fiction (#29), maison (#438)","to-check",,"",,,,,0,,,,,
106781,"Le Diable l'emporte","René Barjavel","Barjavel, René","",="2070417328",="9782070417322",0,"3.48","Editions Flammarion","Mass Market Paperback","329",2001,1948,,2010/10/09,"to-check, science-fiction, maison","to-check (#16), science-fiction (#28), maison (#437)","to-check",,"",,,,,0,,,,,
270492,"Sky Coyote","Kage Baker","Baker, Kage","",="0380731800",="9780380731800",0,"3.76","Harper Voyager","Paperback","292",2000,1999,,2010/10/09,"to-check, science-fiction, maison, doublon","to-check (#15), science-fiction (#24), maison (#436), doublon (#1)","to-check",,"",,,,,0,,,,,
2734314,"Sexomorphoses","Ayerdhal","Ayerdhal, Ayerdhal","",="227723821X",="9782277238218",0,"4.12",,,"373",,,,2010/10/09,"to-check, science-fiction, maison","to-check (#14), science-fiction (#23), maison (#435)","to-check",,"",,,,,0,,,,,
8548031,"Mytale","Ayerdhal","Ayerdhal, Ayerdhal","",="2846262128",="9782846262125",0,"4.12","Au diable vauvert",,"518",2010,1998,,2010/10/09,"to-check, science-fiction, maison","to-check (#13), science-fiction (#22), maison (#434)","to-check",,"",,,,,0,,,,,
2734310,"L'Histrion","Ayerdhal","Ayerdhal, Ayerdhal","",="",="9782846263399",3,"4.00","","Hardcover","418",,1993,,2010/10/09,"science-fiction, maison","science-fiction (#21), maison (#163)","read",,"",,,,,0,,,,,
2734298,"chant du drille.","Ayerdhal","Ayerdhal, Ayerdhal","",="2846260621",="9782846260626",0,"4.33","Au Diable Vauvert","","357",2003,2003,,2010/10/09,"to-check, science-fiction, maison","to-check (#12), science-fiction (#20), maison (#408)","to-check","","",,,,,0,,,,,
2220848,"La logique des essaims","Ayerdhal","Ayerdhal, Ayerdhal","",="2290331511",="9782290331514",0,"3.50","J'ai Lu","Paperback","",2004,2001,,2010/10/09,"to-check, science-fiction, maison","to-check (#11), science-fiction (#19), maison (#407)","to-check","","",,,,,0,,,,,
2734297,"Le Livre De Poche","Ayerdhal, Jean-Claude Dunyach","Dunyach, Ayerdhal, Jean-Claude","Jean-Claude Dunyach",="2277260118",="9782277260110",0,"3.77","J'ai lu millenaire","","",,2000,,2010/10/09,"to-check, science-fiction, maison","to-check (#10), science-fiction (#18), maison (#433)","to-check",,"",,,,,0,,,,,
2734300,"Balade Choreïale","Ayerdhal","Ayerdhal, Ayerdhal","",="2290037311",="9782290037317",0,"3.50","","","",,,,2010/10/09,"to-check, science-fiction, maison","to-check (#9), science-fiction (#17), maison (#432)","to-check",,"",,,,,0,,,,,
8079149,"Etat De Guerre  Chute Mondes T2","Alexis Aubenque","Aubenque, Alexis","",="2266140183",="9782266140188",3,"2.50",,,"",,,,2010/10/09,"science-fiction, maison","science-fiction (#16), maison (#142)","read","","",,,,,0,,,,,
724666,"Nine Tomorrows","Isaac Asimov","Asimov, Isaac","",="0345346041",="9780345346049",4,"4.03","Del Rey","Mass Market Paperback","224",1975,1959,,2010/10/09,"science-fiction, maison","science-fiction (#12), maison (#55)","read","","","","","","",1,,,"unspecified",,
3056553,"La grande séparation","Unknown Author 554","554, Unknown Author","",="2265068780",="9782265068780",0,0.0,"Fleuve noir","Paperback","642",2000,2000,,2010/10/09,"to-check, science-fiction, maison","to-check (#6), science-fiction (#10), maison (#430)","to-check","","","","","","",0,,,,,
6005306,"Croisière sans escale","Brian W. Aldiss","Aldiss, Brian W.","",="2207249751",="9782207249758",0,"3.84","Denoël","Mass Market Paperback","247",1999,1958,,2010/10/09,"to-check, science-fiction, maison","to-check (#2), science-fiction (#6), maison (#428)","to-check","","","","","","",0,,,,,
669100,"Greybeard","Brian W. Aldiss","Aldiss, Brian W.","",="0755100638",="9780755100637",0,"3.40","House of Stratus","Paperback","237",,1964,,2010/10/09,"to-check, science-fiction, maison","to-check (#1), science-fiction (#5), maison (#427)","to-check","","","","","","",0,,,,,
6524501,"Psychohistoire en péril (1)","Donald Kingsbury","Kingsbury, Donald","",="2070429695",="9782070429691",5,"3.78","Gallimard","","",2004,2001,,2010/10/09,"science-fiction, maison","science-fiction (#1), maison (#106)","read","","",,,,,1,,,"unspecified",,
6524500,"Psychohistoire en péril (2)","Donald Kingsbury","Kingsbury, Donald","",="2070315983",="9782070315987",5,"3.78","Gallimard","","",2004,2001,,2010/10/09,"science-fiction, maison","science-fiction (#2), maison (#95)","read","","",,,,,1,,,"unspecified",,
1289949,"Tout Sauf Un Homme","Isaac Asimov","Asimov, Isaac","Robert Silverberg",="2843623391",="9782843623394",4,"3.90","Terre de brume",,"",2007,1992,,2010/10/09,"science-fiction, maison","science-fiction (#14), maison (#162)","read",,"",,,,,1,,,"unspecified",,
1289920,"Mais Le Docteur Est D'or","Isaac Asimov","Asimov, Isaac","",="2266069268",="9782266069267",5,"4.00","Pocket",,"",1996,1996,,2010/10/09,"science-fiction, maison","science-fiction (#13), maison (#36)","read","","","","","","",1,,,"unspecified",,
264950,"Calculating God","Robert J. Sawyer","Sawyer, Robert J.","",="0812580354",="9780812580358",4,"3.82","Tor Science Fiction","Paperback","338",2001,2000,,2010/10/09,"","","read",,"",,,,,0,,,,,
1584978,"Dinotopia: A Land Apart From Time","James Gurney","Gurney, James","",="1878685236",="9781878685230",3,"4.20","Turner Publishing, Inc.","Hardcover","160",,1992,,2010/10/09,"","","read",,"",,,,,0,,,,,
1768257,"Malevil","Robert Merle","Merle, Robert","",="2070374440",="9782070374441",4,"4.15","Gallimard","Paperback","640",1983,1975,,2010/10/09,"pasmaison, science-fiction","pasmaison (#29), science-fiction (#465)","read",,"",,,,,0,,,,,
4642596,"Le monde des A","A.E. van Vogt","Vogt, A.E. van","",="229000362X",="9782290003626",5,"3.69","J'ai lu",,"",1999,1945,,2010/10/09,"science-fiction, maison","science-fiction (#402), maison (#90)","read",,"",,,,,0,,,,,
2903205,"A La Poursuite Des Slans (French Edition)","A.E. van Vogt","Vogt, A.E. van","",="229030963X",="9782290309636",5,"3.63",,,"",,1940,,2010/10/09,"science-fiction, maison","science-fiction (#246), maison (#89)","read",,"",,,,,0,,,,,
45245,"The Reality Dysfunction (Night's Dawn, #1)","Peter F. Hamilton","Hamilton, Peter F.","",="0330340328",="9780330340328",4,"4.13","Pan Books","Mass Market Paperback","1223",1997,1996,,2010/10/09,"science-fiction, maison","science-fiction (#425), maison (#86)","read",,"",,,,,0,,,,,
605302,"Rupture Dans Le Réel I:  Génése","Peter F. Hamilton","Hamilton, Peter F.","Jean-Daniel Brèque, Pierre K. Rey",="2266130250",="9782266130257",4,"4.17","Presses Pocket",,"",,2002,,2010/10/09,"science-fiction, maison","science-fiction (#427), maison (#85)","read",,"",,,,,0,,,,,
142181,"The Inverted World","Christopher Priest","Priest, Christopher","",="0060134216",="9780060134211",4,"3.80","Harper & Row (NYC)","Hardcover","310",1974,1973,,2010/10/09,"fantastique, maison","fantastique (#4), maison (#458)","read",,"",,,,,0,,,,,
89187,"Revelation Space (Revelation Space, #1)","Alastair Reynolds","Reynolds, Alastair","",="0441009425",="9780441009428",5,"3.94","Ace Books","Mass Market Paperback","585",2002,2000,,2010/10/09,"science-fiction, maison","science-fiction (#191), maison (#84)","read",,"",,,,,0,,,,,
77735,"The Honor of the Queen (Honor Harrington, #2)","David Weber","Weber, David","",="0671721720",="9780671721725",4,"4.16","Baen Books","Mass Market Paperback","422",1993,1993,,2010/10/09,"science-fiction, maison","science-fiction (#382), maison (#83)","read",,"",,,,,0,,,,,
35921,"On Basilisk Station (Honor Harrington, #1)","David Weber","Weber, David","",="1416509372",="9781416509370",4,"4.08","Baen Books","Mass Market Paperback","458",2005,1993,,2010/10/09,"science-fiction, maison","science-fiction (#383), maison (#82)","read",,"",,,,,0,,,,,
57148,"Forty Thousand in Gehenna","C.J. Cherryh","Cherryh, C.J.","",="0879979526",="9780879979522",5,"3.69","DAW","Paperback","444",1984,1983,,2010/10/09,"science-fiction, maison","science-fiction (#304), maison (#81)","read",,"",,,,,0,,,,,
834518,"Cyteen","C.J. Cherryh","Cherryh, C.J.","",="0446671274",="9780446671279",5,"3.97","Aspect","Paperback","680",1995,1988,,2010/10/09,"science-fiction, maison","science-fiction (#305), maison (#80)","read",,"",,,,,0,,,,,
